Código;Descrição;Situação;Situação Conferência;Situação Sorter;Cod. SKU;Num. Picking;Num. Pedido;Num. Caixa Plástica;Num. Endereço;Num. Posto;Num. Conferencia;Num. Controle;Cor LED;Data Início;Data Finalização;Data Conferência;Quantidade;Quantidade Separada;Quantidade Conferida;Usuário Operador;Usuário Conferência;Livre 1;Livre 2;Livre 3;Livre 4;Livre 5;Livre 6;Livre 6;Livre 6;Livre 6;Livre 10;
602607;CONECTOR PERFURANTE PIRANHA 25/150MM    CPP003-MCI;F;F;;32022;0000321978;3618969;321978;159191;18;1;;;30/09/2025 16:30;30/09/2025 19:17;30/09/2025 20:00;5;5;5;MARIANE.MACHADO;MARCIOS;1;560105;PAPELAO;110481;17;PAPELAO;47757;7898679360159;PESADO;PEÇA;
602606;FITA DUPLA FACE TRANSP.12x2m M.ACRILICA     NORTON;F;F;;34718;0000321978;3618969;321978;151237;14;1;;;30/09/2025 16:30;30/09/2025 19:08;30/09/2025 20:00;6;6;6;ELIEZER.FERREIRA;MARCIOS;1;560091;PAPELAO;110481;17;PAPELAO;47757;7891345409701;PESADO;PEÇA;
602619;REG.ESF.SOLD.50mm                        544-KRONA;F;F;;10659;0000321981;3618871;0420;163090;15;1;;;30/09/2025 16:30;30/09/2025 17:20;30/09/2025 17:39;1;1;1;ELIEZER.FERREIRA;ENZO.NASCIMENTO;3;560126;AGRO;110481;5;AGRO;47758;17897801301074;PESADO;CAIXA TEMP 2;
602620;VALV.RET.VERT.METAL  3/4"             30119-BOGNAR;F;F;;2686;0000321981;3618871;0420;150227;17;1;;;30/09/2025 16:30;30/09/2025 17:24;30/09/2025 17:39;2;2;2;MARIANE.MACHADO;ENZO.NASCIMENTO;3;560118;AGRO;110481;5;AGRO;47758;7908244301194;PESADO;PEÇA;
602621;VALV.RET.VERT.METAL 1"                30604-BOGNAR;F;F;;2687;0000321981;3618871;0420;156140;18;1;;;30/09/2025 16:30;30/09/2025 17:29;30/09/2025 17:39;2;2;2;MARIANE.MACHADO;ENZO.NASCIMENTO;3;560123;AGRO;110481;5;AGRO;47758;57908244306040;PESADO;PEÇA;
602622;LUVA ESGOTO 50mm                         645-KRONA;F;F;;10371;0000321981;3618871;0420;163026;19;1;;;30/09/2025 16:30;30/09/2025 17:36;30/09/2025 17:39;1;1;1;MARIANE.MACHADO;ENZO.NASCIMENTO;3;560117;AGRO;110481;5;AGRO;47758;17897801301821;PESADO;CAIXA TEMP 2;
602623;PINO MACHO 2P.PRENSA 20A BR.        14241PCT-ILUMI;F;F;;21525;0000321981;3618871;0420;163148;101;1;;;30/09/2025 16:30;30/09/2025 16:56;30/09/2025 17:39;20;20;20;ARTHUR.SANTANA;ENZO.NASCIMENTO;3;560129;AGRO;110481;5;AGRO;47758;7898322644247;PESADO;PEÇA;
602608;ARRUELA LISA ZINC.1/2" 1kg/70pcs     26449-JOMARCA;F;F;;1029;0000321979;3618969;0205;156202;19;1;;;30/09/2025 16:30;30/09/2025 17:16;30/09/2025 17:25;1;1;1;MARIANE.MACHADO;WELLINGTON.CORREIA;3;560111;AGRO;110481;17;AGRO;47757;7892183703099;PESADO;KILO;
602609;PINO FEMEA 3P.20A BR.                1442PCT-ILUMI;F;F;;17822;0000321979;3618969;0205;163258;101;1;;;30/09/2025 16:30;30/09/2025 16:43;30/09/2025 17:25;2;2;2;YURI.SEBASTIAO;WELLINGTON.CORREIA;3;560099;AGRO;110481;17;AGRO;47757;7898493997081;PESADO;CAIXA;
602658;ADESIVO PU40 PR.360gr MULTIUSO      PU033-PULVITEC;F;F;;33017;0000321986;3618077;0049;154917;10;1;;;30/09/2025 16:30;30/09/2025 18:53;30/09/2025 19:13;1;1;1;ELIEZER.FERREIRA;ALISON.TEIXEIRA;3;560165;AGRO;110482;8;AGRO;47761;17896038108173;PESADO;CAIXA;
602659;ADESIVO PU40 BR.360gr MULTIUSO      PU031-PULVITEC;F;F;;33015;0000321986;3618077;0049;151493;12;1;;;30/09/2025 16:30;30/09/2025 19:04;30/09/2025 19:13;1;1;1;WILTON.SANTOS;ALISON.TEIXEIRA;3;560163;AGRO;110482;8;AGRO;47761;17896038108159;PESADO;CAIXA;
602660;ADESIVO PVC 850GR FRASCO              90126-AMANCO;F;F;;339;0000321986;3618077;0049;151562;12;1;;;30/09/2025 16:30;30/09/2025 19:05;30/09/2025 19:13;2;2;2;WILTON.SANTOS;ALISON.TEIXEIRA;3;560166;AGRO;110482;8;AGRO;47761;7891960180047;PESADO;PEÇA;
602661;SIFAO AJUST.MULTIUSO PR.1,10m        030141-BLUKIT;F;F;;30656;0000321986;3618077;0049;156580;101;1;;;30/09/2025 16:30;30/09/2025 17:11;30/09/2025 19:13;1;1;1;YURI.SEBASTIAO;ALISON.TEIXEIRA;3;560164;AGRO;110482;8;AGRO;47761;7899974500066;PESADO;PEÇA;
602736;TOM.10A.BR.                        ARIA-TRAMONTINA;F;F;;32004;0000321997;3618645;0025;150300;5;1;;;30/09/2025 16:31;30/09/2025 16:55;30/09/2025 19:31;7;7;7;JOAO.SOUSA;ENZO.NASCIMENTO;3;560246;AGRO;110482;20;AGRO;47766;7891435932577;PESADO;PEÇA;
602737;INT.2S.+TOM.20A.BR.                ARIA-TRAMONTINA;F;F;;32001;0000321997;3618645;0025;157495;7;1;;;30/09/2025 16:31;30/09/2025 16:59;30/09/2025 19:31;4;4;4;RAFAEL.COSTA;ENZO.NASCIMENTO;3;560241;AGRO;110482;20;AGRO;47766;7891435938128;PESADO;PEÇA;
602738;INT.1S.+TOM.10A                    ARIA-TRAMONTINA;F;F;;31997;0000321997;3618645;0025;151465;9;1;;;30/09/2025 16:31;30/09/2025 17:39;30/09/2025 19:31;1;1;1;RAFAEL.COSTA;ENZO.NASCIMENTO;3;560239;AGRO;110482;20;AGRO;47766;7891435938081;PESADO;PEÇA;
602740;INT.2S.BR.                         ARIA-TRAMONTINA;F;F;;31995;0000321997;3618645;0025;154787;9;1;;;30/09/2025 16:31;30/09/2025 17:40;30/09/2025 19:31;4;4;4;RAFAEL.COSTA;ENZO.NASCIMENTO;3;560243;AGRO;110482;20;AGRO;47766;7891435937916;PESADO;PEÇA;
602739;INT.1S.HORIZ.BR.                   ARIA-TRAMONTINA;F;F;;31993;0000321997;3618645;0025;150781;9;1;;;30/09/2025 16:31;30/09/2025 17:39;30/09/2025 19:31;1;1;1;RAFAEL.COSTA;ENZO.NASCIMENTO;3;560240;AGRO;110482;20;AGRO;47766;7891435955200;PESADO;PEÇA;
602741;DISJ.CURVA C DIN 2X50A                      -ELGIN;F;F;;33356;0000321997;3618645;0025;158246;11;1;;;30/09/2025 16:31;30/09/2025 17:43;30/09/2025 19:31;1;1;1;PEDRO.HENRIKY;ENZO.NASCIMENTO;3;560247;AGRO;110482;20;AGRO;47766;7908412511967;PESADO;PEÇA;
602742;DISJ.CURVA C DIN 1X32A                      -ELGIN;F;F;;33347;0000321997;3618645;0025;155291;13;1;;;30/09/2025 16:31;30/09/2025 19:04;30/09/2025 19:31;4;4;4;ARTHUR.SANTANA;ENZO.NASCIMENTO;3;560242;AGRO;110482;20;AGRO;47766;7908412511806;PESADO;PEÇA;
602743;INT.3S.BR.                         ARIA-TRAMONTINA;F;F;;31999;0000321997;3618645;0025;155599;14;1;;;30/09/2025 16:31;30/09/2025 19:09;30/09/2025 19:31;1;1;1;BRUNO.CRUZ;ENZO.NASCIMENTO;3;560245;AGRO;110482;20;AGRO;47766;7891435938104;PESADO;PEÇA;
602744;TOM.20A.BR.                        ARIA-TRAMONTINA;F;F;;32005;0000321997;3618645;0025;150496;16;1;;;30/09/2025 16:31;30/09/2025 19:13;30/09/2025 19:31;4;4;4;ARTHUR.SANTANA;ENZO.NASCIMENTO;3;560238;AGRO;110482;20;AGRO;47766;7891435933598;PESADO;PEÇA;
602745;DISJ.CURVA C DIN 2X32A                      -ELGIN;F;F;;33354;0000321997;3618645;0025;158853;16;1;;;30/09/2025 16:31;30/09/2025 19:13;30/09/2025 19:31;4;4;4;ARTHUR.SANTANA;ENZO.NASCIMENTO;3;560244;AGRO;110482;20;AGRO;47766;7908412511936;PESADO;PEÇA;
602746;OCULOS SEGURANCA TRANSPARENTE            280212-HF;F;F;;14004;0000321998;3618717;321998;149572;3;1;;;30/09/2025 16:31;30/09/2025 16:45;30/09/2025 19:18;12;12;12;PABLO.LACERDA;ENZO.NASCIMENTO;1;560266;PAPELAO;110482;13;PAPELAO;47767;7893590286007;PESADO;PEÇA;
602748;LIXA MADEIRA 100 C/50pcs              -CARBORUNDUM;F;F;;5276;0000321998;3618717;321998;150011;4;1;;;30/09/2025 16:31;30/09/2025 16:56;30/09/2025 19:18;4;4;4;PABLO.LACERDA;ENZO.NASCIMENTO;1;560270;PAPELAO;110482;13;PAPELAO;47767;7894768023141;PESADO;PACOTE;
602747;CAMARA AR P/CARRINHO                       -COLSON;F;F;;27844;0000321998;3618717;321998;150029;4;1;;;30/09/2025 16:31;30/09/2025 16:57;30/09/2025 19:18;12;12;12;PABLO.LACERDA;ENZO.NASCIMENTO;1;560272;PAPELAO;110482;13;PAPELAO;47767;7898505234098;PESADO;PEÇA;
602751;BRACO CHUVEIRO ALUMINIO 40cm            -ROLDPLAST;F;F;;21308;0000321998;3618717;321998;151144;8;1;;;30/09/2025 16:31;30/09/2025 18:31;30/09/2025 19:18;12;12;12;RAFAEL.COSTA;ENZO.NASCIMENTO;1;560264;PAPELAO;110482;13;PAPELAO;47767;7898465402315;PESADO;PEÇA;
602749;CORANTE LIQUIDO AZUL 50ML                  -XADREZ;F;F;;1674;0000321998;3618717;321998;150169;5;1;;;30/09/2025 16:31;30/09/2025 17:29;30/09/2025 19:18;2;2;2;PABLO.LACERDA;ENZO.NASCIMENTO;1;560267;PAPELAO;110482;13;PAPELAO;47767;7891323075201;PESADO;CAIXA;
602750;LIXA FERRO 100 C/25pcs                -CARBORUNDUM;F;F;;78021;0000321998;3618717;321998;151076;8;1;;;30/09/2025 16:31;30/09/2025 18:30;30/09/2025 19:18;1;1;1;RAFAEL.COSTA;ENZO.NASCIMENTO;1;560249;PAPELAO;110482;13;PAPELAO;47767;7891792952041;PESADO;PACOTE;
602752;FITA CREPE 24x50m                     710-ADELBRAS;F;F;;5163;0000321999;3618717;321999;151517;10;1;;;30/09/2025 16:31;30/09/2025 17:59;30/09/2025 19:39;3;3;3;RAFAEL.COSTA;MARCIOS;1;560269;PAPELAO;110482;13;PAPELAO;47767;7896603802881;PESADO;CAIXA TEMP 2;
602755;LIXA FERRO 080 C/25pcs                -CARBORUNDUM;F;F;;78019;0000321999;3618717;321999;150620;12;1;;;30/09/2025 16:31;30/09/2025 18:06;30/09/2025 19:39;1;1;1;PEDRO.HENRIKY;MARCIOS;1;560257;PAPELAO;110482;13;PAPELAO;47767;7891792952034;PESADO;PACOTE;
602756;LIXA FERRO 120 C/25pcs                -CARBORUNDUM;F;F;;78024;0000321999;3618717;321999;151564;12;1;;;30/09/2025 16:31;30/09/2025 18:08;30/09/2025 19:39;1;1;1;PEDRO.HENRIKY;MARCIOS;1;560258;PAPELAO;110482;13;PAPELAO;47767;7891792952058;PESADO;PACOTE;
602757;LIXA MADEIRA 060 C/50pcs              -CARBORUNDUM;F;F;;5274;0000321999;3618717;321999;151532;12;1;;;30/09/2025 16:31;30/09/2025 18:08;30/09/2025 19:39;1;1;1;PEDRO.HENRIKY;MARCIOS;1;560271;PAPELAO;110482;13;PAPELAO;47767;7894768023127;PESADO;PACOTE;
602753;CORANTE LIQUIDO VERDE 50ML                 -XADREZ;F;F;;1678;0000321999;3618717;321999;150617;12;1;;;30/09/2025 16:31;30/09/2025 18:05;30/09/2025 19:39;2;2;2;PEDRO.HENRIKY;MARCIOS;1;560254;PAPELAO;110482;13;PAPELAO;47767;7891323075270;PESADO;CAIXA TEMP 2;
602754;XADREZ PO VERDE 250grs                    -LANXESS;F;F;;1685;0000321999;3618717;321999;150625;12;1;;;30/09/2025 16:31;30/09/2025 18:07;30/09/2025 19:39;6;6;6;PEDRO.HENRIKY;MARCIOS;1;560255;PAPELAO;110482;13;PAPELAO;47767;7898706130076;PESADO;PEÇA;
602759;CORANTE LIQUIDO LARANJA 50ML               -XADREZ;F;F;;1688;0000321999;3618717;321999;151262;14;1;;;30/09/2025 16:31;30/09/2025 19:08;30/09/2025 19:39;1;1;1;ELIEZER.FERREIRA;MARCIOS;1;560274;PAPELAO;110482;13;PAPELAO;47767;7891323075225;PESADO;CAIXA;
602758;LIXA FERRO 150 C/25pcs                -CARBORUNDUM;F;F;;78026;0000321999;3618717;321999;150969;13;1;;;30/09/2025 16:31;30/09/2025 18:13;30/09/2025 19:39;1;1;1;MARIANE.MACHADO;MARCIOS;1;560252;PAPELAO;110482;13;PAPELAO;47767;7891792952065;PESADO;PACOTE;
602760;ANEL BORRACHA ESGOTO 100MM                -ESTRELA;F;F;;27318;0000321999;3618717;321999;155832;15;1;;;30/09/2025 16:31;30/09/2025 19:11;30/09/2025 19:39;2;2;2;ELIEZER.FERREIRA;MARCIOS;1;560265;PAPELAO;110482;13;PAPELAO;47767;7898648031486;PESADO;PACOTE;
602762;FITA CREPE 18x50m                     710-ADELBRAS;F;F;;5161;0000322000;3618717;322000;150162;18;1;;;30/09/2025 16:31;30/09/2025 16:58;30/09/2025 17:07;2;2;2;ELIEZER.FERREIRA;ENZO.NASCIMENTO;1;560248;PAPELAO;110482;13;PAPELAO;47767;7896603846250;PESADO;CAIXA TEMP 2;
602761;QD.DIST.EMB.24/18(DIN/NEMA)S/BARR.      1274-KRONA;F;F;;28490;0000322000;3618717;322000;158947;16;1;;;30/09/2025 16:31;30/09/2025 16:57;30/09/2025 17:07;1;1;1;ELIEZER.FERREIRA;ENZO.NASCIMENTO;1;560263;PAPELAO;110482;13;PAPELAO;47767;17897801318201;PESADO;CAIXA;
602763;FITA CREPE 18x50m                     710-ADELBRAS;F;F;;5161;0000322001;3618717;322001;150162;18;1;;;30/09/2025 16:31;30/09/2025 17:21;30/09/2025 17:35;1;1;1;MARIANE.MACHADO;ENZO.NASCIMENTO;1;560248;PAPELAO;110482;13;PAPELAO;47767;7896603846250;PESADO;CAIXA TEMP 2;
602765;CX.S.QD.C/3 ENT.100x100x50mm             2259-HERC;F;F;;3078;0000322001;3618717;322001;163430;101;1;;;30/09/2025 16:31;30/09/2025 17:13;30/09/2025 17:35;9;0;0;YURI.SEBASTIAO;ENZO.NASCIMENTO;1;560250;PAPELAO;110482;13;PAPELAO;47767;7898059542762;PESADO;PEÇA;
602764;RALO INVISIVEL 15X15CM BR.        6339042-REBOUCAS;F;F;;31586;0000322001;3618717;322001;152258;101;1;;;30/09/2025 16:31;30/09/2025 17:10;30/09/2025 17:35;6;6;6;YURI.SEBASTIAO;ENZO.NASCIMENTO;1;560273;PAPELAO;110482;13;PAPELAO;47767;7898641102916;PESADO;PEÇA;
602768;BRACO CHUVEIRO ALUMINIO 30cm            -ROLDPLAST;F;F;;21307;0000322002;3618717;322002;163197;101;1;;;30/09/2025 16:31;30/09/2025 17:04;30/09/2025 17:19;12;12;12;ARTHUR.SANTANA;CHECK_WEIGHT;1;560253;PAPELAO;110482;13;PAPELAO;47767;7898465400021;PESADO;PEÇA;
602767;CX.LUZ 3X3 OCTOGONAL AM.      57500/043-TRAMONTINA;F;F;;27030;0000322002;3618717;322002;163273;101;1;;;30/09/2025 16:31;30/09/2025 17:03;30/09/2025 17:19;2;2;2;ARTHUR.SANTANA;CHECK_WEIGHT;1;560251;PAPELAO;110482;13;PAPELAO;47767;27891435943898;PESADO;PACOTE;
602766;CX.S.QD.C/3 ENT.100x100x50mm             2259-HERC;F;F;;3078;0000322002;3618717;322002;163430;101;1;;;30/09/2025 16:31;30/09/2025 17:11;30/09/2025 17:19;3;0;0;FLAVIO.SILVA;CHECK_WEIGHT;1;560250;PAPELAO;110482;13;PAPELAO;47767;7898059542762;PESADO;PEÇA;
602769;QD.DIST.EMB.16/11(DIN/NEMA)S/BARR.      1273-KRONA;F;F;;23853;0000322002;3618717;322002;163562;101;1;;;30/09/2025 16:31;30/09/2025 17:02;30/09/2025 17:19;1;1;1;ARTHUR.SANTANA;CHECK_WEIGHT;1;560256;PAPELAO;110482;13;PAPELAO;47767;7897801318198;PESADO;PEÇA;
602662;BASE REG.GAVETA 3/4"                         DOCOL;F;F;;19443;0000321987;3618405;0002;163207;101;1;;;30/09/2025 16:31;30/09/2025 17:01;30/09/2025 17:21;24;24;24;YURI.SEBASTIAO;CHECK_WEIGHT;3;560167;AGRO;110482;14;AGRO;47762;7891461033286;PESADO;PEÇA;
602781;TE SOLDAVEL 50MM"                          FORTLEV;F;F;;26881;0000322006;3619148;322006;156833;1;1;;;30/09/2025 16:31;30/09/2025 16:34;30/09/2025 17:03;2;2;2;PABLO.LACERDA;FREDSON.SILVA;1;560279;PAPELAO;110482;22;PAPELAO;47769;17898543590443;PESADO;PACOTE;
602782;TE SOLDAVEL 25MM"                          FORTLEV;F;F;;26878;0000322006;3619148;322006;153852;1;1;;;30/09/2025 16:31;30/09/2025 16:34;30/09/2025 17:03;2;2;2;PABLO.LACERDA;FREDSON.SILVA;1;560282;PAPELAO;110482;22;PAPELAO;47769;17898543590405;PESADO;PACOTE;
602783;JOELHO 90º SOLDAVEL 40mm                 427-KRONA;F;F;;10348;0000322006;3619148;322006;149490;2;1;;;30/09/2025 16:31;30/09/2025 16:43;30/09/2025 17:03;5;5;5;PABLO.LACERDA;FREDSON.SILVA;1;560280;PAPELAO;110482;22;PAPELAO;47769;17897801301876;PESADO;CAIXA TEMP 2;
602652;TALHADEIRA SDS 14mmx250mmx40mm            38400-HF;F;F;;19268;0000321985;3618383;0320;157610;8;1;;;30/09/2025 16:32;30/09/2025 17:25;30/09/2025 19:36;6;6;6;RAFAEL.COSTA;ENZO.NASCIMENTO;3;560159;AGRO;110482;16;AGRO;47760;6922711089430;PESADO;PEÇA;
602654;TALHADEIRA SDS 14mmx250mmx20mm      DWA0802-DEWALT;F;F;;24595;0000321985;3618383;0320;159536;19;1;;;30/09/2025 16:32;30/09/2025 17:39;30/09/2025 19:36;6;6;6;MARIANE.MACHADO;ENZO.NASCIMENTO;3;560162;AGRO;110482;16;AGRO;47760;885911298209;PESADO;PEÇA;
602653;TALHADEIRA SDS 14mmx250mmx40mm      DWA0803-DEWALT;F;F;;24596;0000321985;3618383;0320;150200;18;1;;;30/09/2025 16:32;30/09/2025 17:33;30/09/2025 19:36;6;6;6;MARIANE.MACHADO;ENZO.NASCIMENTO;3;560157;AGRO;110482;16;AGRO;47760;885911298216;PESADO;PEÇA;
602655;TALHADEIRA SDS 14mmx250mmx20mm            38200-HF;F;F;;19267;0000321985;3618383;0320;152381;101;1;;;30/09/2025 16:32;30/09/2025 16:52;30/09/2025 19:36;5;5;5;YURI.SEBASTIAO;ENZO.NASCIMENTO;3;560158;AGRO;110482;16;AGRO;47760;7893595622022;PESADO;PEÇA;
602657;TALHADEIRA SDS 14mmx250mmx25mm            38300-HF;F;F;;25930;0000321985;3618383;0320;152042;101;1;;;30/09/2025 16:32;30/09/2025 16:52;30/09/2025 19:36;5;5;5;YURI.SEBASTIAO;ENZO.NASCIMENTO;3;560161;AGRO;110482;16;AGRO;47760;7893590282634;PESADO;PEÇA;
602656;GRELHA 15X15 ACO INOX CLICK 20115            -LEAO;F;F;;27564;0000321985;3618383;0320;156644;101;1;;;30/09/2025 16:32;30/09/2025 16:54;30/09/2025 19:36;3;3;3;YURI.SEBASTIAO;ENZO.NASCIMENTO;3;560160;AGRO;110482;16;AGRO;47760;7899618400066;PESADO;PEÇA;
602663;FITA CREPE 24x50m                     710-ADELBRAS;F;F;;5163;0000321988;3618386;321988;151517;10;1;;;30/09/2025 16:34;30/09/2025 17:56;30/09/2025 18:02;1;1;1;RAFAEL.COSTA;ALISON.TEIXEIRA;1;560171;PAPELAO;110482;18;PAPELAO;47763;7896603802881;PESADO;CAIXA TEMP 2;
602665;CORANTE LIQUIDO OCRE 50ML                  -XADREZ;F;F;;1676;0000321988;3618386;321988;163432;101;1;;;30/09/2025 16:34;30/09/2025 17:04;30/09/2025 18:02;1;1;1;YURI.SEBASTIAO;ALISON.TEIXEIRA;1;560168;PAPELAO;110482;18;PAPELAO;47763;7891323075232;PESADO;CAIXA TEMP 2;
602667;LIXA MADEIRA 150 C/50pcs              -CARBORUNDUM;F;F;;5278;0000321988;3618386;321988;163345;101;1;;;30/09/2025 16:34;30/09/2025 17:02;30/09/2025 18:02;3;3;3;YURI.SEBASTIAO;ALISON.TEIXEIRA;1;560172;PAPELAO;110482;18;PAPELAO;47763;7894768023165;PESADO;PACOTE;
602666;TINTA SPRAY LUMINOSA VERDE 380ML         -COLORGIN;F;F;;31274;0000321988;3618386;321988;156649;101;1;;;30/09/2025 16:34;30/09/2025 17:15;30/09/2025 18:02;2;2;2;YURI.SEBASTIAO;ALISON.TEIXEIRA;1;560170;PAPELAO;110482;18;PAPELAO;47763;7891494007605;PESADO;PEÇA;
602664;CORANTE LIQUIDO MARROM 50ML                -XADREZ;F;F;;1675;0000321988;3618386;321988;150552;15;1;;;30/09/2025 16:34;30/09/2025 17:59;30/09/2025 18:02;1;1;1;MARIANE.MACHADO;ALISON.TEIXEIRA;1;560169;PAPELAO;110482;18;PAPELAO;47763;7891323075249;PESADO;CAIXA TEMP 2;
602668;FITA CREPE 48x50m                     710-ADELBRAS;F;F;;5166;0000321988;3618386;321988;151835;101;1;;;30/09/2025 16:34;30/09/2025 17:16;30/09/2025 18:02;5;5;5;YURI.SEBASTIAO;ALISON.TEIXEIRA;1;560173;PAPELAO;110482;18;PAPELAO;47763;7896603879067;PESADO;CAIXA TEMP 2;
602669;FITA CREPE 48x50m                     710-ADELBRAS;F;F;;5166;0000321989;3618386;0363;151835;101;1;;;30/09/2025 16:34;30/09/2025 16:56;30/09/2025 17:07;2;2;2;ARTHUR.SANTANA;ALISON.TEIXEIRA;3;560173;AGRO;110482;18;AGRO;47763;7896603879067;PESADO;CAIXA TEMP 2;
602784;ADESIVO PVC 850GR FRASCO              90126-AMANCO;F;F;;339;0000322007;3619148;0318;151562;12;1;;;30/09/2025 16:34;30/09/2025 16:58;30/09/2025 17:02;5;5;5;PEDRO.HENRIKY;ALISON.TEIXEIRA;3;560281;AGRO;110482;22;AGRO;47769;7891960180047;PESADO;PEÇA;
602802;BUCHA RED.ROSCAVEL 1.1/2x3/4"            214-KRONA;F;F;;2423;0000322011;3619185;0676;149537;2;1;;;30/09/2025 16:34;30/09/2025 17:30;30/09/2025 17:38;1;1;1;WILTON.SANTOS;FREDSON.SILVA;3;560300;AGRO;110482;11;AGRO;47773;17897801311646;PESADO;SACO;
602677;PARAF.MAD.CB.CHATA FC RS 4,8x45(RP)ZI  C/200-31630;F;F;;22583;0000321991;3618460;321991;153689;1;1;;;30/09/2025 16:35;30/09/2025 16:41;30/09/2025 17:22;1;1;1;WILTON.SANTOS;FREDSON.SILVA;1;560186;PAPELAO;110482;1;PAPELAO;47765;7892183092995;PESADO;CAIXA;
602678;RAB.PVC  40CM                            742-KRONA;F;F;;10453;0000321991;3618460;321991;149355;1;1;;;30/09/2025 16:35;30/09/2025 16:44;30/09/2025 17:22;1;1;1;WILTON.SANTOS;FREDSON.SILVA;1;560188;PAPELAO;110482;1;PAPELAO;47765;17897801300831;PESADO;CAIXA TEMP 3;
602680;LUVA CORRER ESGOTO 50mm                  650-KRONA;F;F;;10367;0000321991;3618460;321991;161946;1;1;;;30/09/2025 16:35;30/09/2025 16:43;30/09/2025 17:22;1;1;1;WILTON.SANTOS;FREDSON.SILVA;1;560211;PAPELAO;110482;1;PAPELAO;47765;17897801302538;PESADO;CAIXA TEMP 2;
602679;FITA DUPLA FACE ACRILICA(12mmx03m)AUTO/5369     3M;F;F;;3327;0000321991;3618460;321991;153693;1;1;;;30/09/2025 16:35;30/09/2025 16:41;30/09/2025 17:22;3;3;3;WILTON.SANTOS;FREDSON.SILVA;1;560235;PAPELAO;110482;1;PAPELAO;47765;7891040081455;PESADO;ROLO;
602682;NIPEL ROSCAVEL  1/2"                    -PLASTILIT;F;F;;30451;0000321991;3618460;321991;161950;1;1;;;30/09/2025 16:35;30/09/2025 16:43;30/09/2025 17:22;1;1;1;WILTON.SANTOS;FREDSON.SILVA;1;560225;PAPELAO;110482;1;PAPELAO;47765;17898067900636;PESADO;PACOTE;
602681;LUVA RED.ROSCAVEL  3/4X1/2"             -PLASTILIT;F;F;;30433;0000321991;3618460;321991;162305;1;1;;;30/09/2025 16:35;30/09/2025 16:42;30/09/2025 17:22;1;1;1;WILTON.SANTOS;FREDSON.SILVA;1;560212;PAPELAO;110482;1;PAPELAO;47765;17898067904696;PESADO;PACOTE;
602683;JOELHO 45º ESGOTO 40MM                     FORTLEV;F;F;;26901;0000321991;3618460;321991;153975;2;1;;;30/09/2025 16:35;30/09/2025 16:50;30/09/2025 17:22;1;1;1;WILTON.SANTOS;FREDSON.SILVA;1;560198;PAPELAO;110482;1;PAPELAO;47765;17898543590894;PESADO;PACOTE;
602686;RAB.PVC  50CM                            743-KRONA;F;F;;10454;0000321991;3618460;321991;149715;3;1;;;30/09/2025 16:35;30/09/2025 17:08;30/09/2025 17:22;1;1;1;PABLO.LACERDA;FREDSON.SILVA;1;560183;PAPELAO;110482;1;PAPELAO;47765;17897801300848;PESADO;CAIXA;
602685;CAP ESGOTO 100MM                        -PLASTILIT;F;F;;30351;0000321991;3618460;321991;149722;3;1;;;30/09/2025 16:35;30/09/2025 17:09;30/09/2025 17:22;1;1;1;PABLO.LACERDA;FREDSON.SILVA;1;560182;PAPELAO;110482;1;PAPELAO;47765;17898067901435;PESADO;PACOTE;
602684;PLUG ROSCAVEL 1/2"                      -PLASTILIT;F;F;;30454;0000321991;3618460;321991;149727;3;1;;;30/09/2025 16:35;30/09/2025 17:09;30/09/2025 17:22;1;1;1;PABLO.LACERDA;FREDSON.SILVA;1;560181;PAPELAO;110482;1;PAPELAO;47765;17898067900612;PESADO;PACOTE;
602687;JOELHO 90 ROSCAVEL 3/4"                  257-KRONA;F;F;;10330;0000321991;3618460;321991;162056;3;1;;;30/09/2025 16:35;30/09/2025 17:10;30/09/2025 17:22;1;1;1;PABLO.LACERDA;FREDSON.SILVA;1;560184;PAPELAO;110482;1;PAPELAO;47765;17897801301401;PESADO;CAIXA TEMP 3;
602688;TE ESGOTO  40X40MM                      -PLASTILIT;F;F;;30477;0000321992;3618460;321992;161772;3;1;;;30/09/2025 16:35;30/09/2025 16:48;30/09/2025 18:00;1;1;1;PABLO.LACERDA;WELLINGTON.CORREIA;1;560185;PAPELAO;110482;1;PAPELAO;47765;17898067900797;PESADO;PACOTE;
602692;LUVA ESGOTO 40mm                         644-KRONA;F;F;;10370;0000321992;3618460;321992;154146;3;1;;;30/09/2025 16:35;30/09/2025 16:48;30/09/2025 18:00;1;1;1;PABLO.LACERDA;WELLINGTON.CORREIA;1;560202;PAPELAO;110482;1;PAPELAO;47765;17897801300299;PESADO;CAIXA TEMP 2;
602690;UNIAO SOLDAVEL 25MM                     -PLASTILIT;F;F;;30506;0000321992;3618460;321992;154133;3;1;;;30/09/2025 16:35;30/09/2025 16:47;30/09/2025 18:00;2;2;2;PABLO.LACERDA;WELLINGTON.CORREIA;1;560196;PAPELAO;110482;1;PAPELAO;47765;17898067900544;PESADO;PACOTE;
602691;JOELHO 90º AZUL B.LATAO 20X1/2"         -PLASTILIT;F;F;;30383;0000321992;3618460;321992;157020;3;1;;;30/09/2025 16:35;30/09/2025 16:48;30/09/2025 18:00;1;1;1;PABLO.LACERDA;WELLINGTON.CORREIA;1;560200;PAPELAO;110482;1;PAPELAO;47765;27898067901685;PESADO;PACOTE;
